InventoryItem(productName=TrailTracker GPS Device, quantity=6, arrivalDate=2025-04-16, manufacturer=Trailblazer Outfitters, category=fishing supplies)
InventoryItem(productName=NatureSeeker Binoculars, quantity=336, arrivalDate=2024-10-20, manufacturer=Outdoor Pursuits Co., category=camping gear)
InventoryItem(productName=AdventurePro Backpack, quantity=707, arrivalDate=2024-05-13, manufacturer=Outdoor Pursuits Co., category=camping gear)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=656, arrivalDate=2024-11-27, manufacturer=Nature's Best Gear, category=fishing supplies)
InventoryItem(productName=HikePro Trekking Poles, quantity=367, arrivalDate=2024-04-19, manufacturer=Nature's Edge Equipment, category=backpacking)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=488, arrivalDate=2025-05-05, manufacturer=Outdoor Provisions Ltd., category=mountain biking)
InventoryItem(productName=HikePro Trekking Poles, quantity=897, arrivalDate=2024-07-23, manufacturer=Outdoor Gear Emporium, category=fishing supplies)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=225, arrivalDate=2024-06-28, manufacturer=Explorer's Edge Equipment, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=383, arrivalDate=2024-07-30, manufacturer=Summit Supplies, category=backpacking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=946, arrivalDate=2024-09-02, manufacturer=Nature's Best Gear, category=mountain biking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=513, arrivalDate=2025-07-30, manufacturer=Trailblazer Supplies, category=backpacking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=475, arrivalDate=2024-11-19, manufacturer=Trailblazer Gear, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=572, arrivalDate=2024-10-25, manufacturer=Pioneer Gearworks, category=fishing supplies)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=694, arrivalDate=2024-11-28, manufacturer=Pioneer Gearworks, category=mountain biking)
InventoryItem(productName=HikePro Trekking Poles, quantity=211, arrivalDate=2025-05-02, manufacturer=Adventure Gear Co., category=camping gear)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=533, arrivalDate=2024-01-19, manufacturer=Summit Supplies, category=camping gear)
InventoryItem(productName=CampfirePro Cooking Set, quantity=940, arrivalDate=2025-08-17, manufacturer=Explorers Equipment, category=backpacking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=288, arrivalDate=2024-11-23, manufacturer=Outdoor Pursuits Co., category=skiing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=704, arrivalDate=2025-03-14, manufacturer=Pioneer Gearworks, category=camping gear)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=730, arrivalDate=2024-02-14, manufacturer=Wilderness Wares, category=hiking equipment)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=796, arrivalDate=2025-03-04, manufacturer=Explorers Equipment, category=camping gear)
InventoryItem(productName=TrailTracker GPS Device, quantity=893, arrivalDate=2025-07-17, manufacturer=Backcountry Essentials, category=fishing supplies)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=337, arrivalDate=2025-01-20, manufacturer=Nature's Best Gear, category=camping gear)
InventoryItem(productName=NatureSeeker Binoculars, quantity=212, arrivalDate=2024-05-10, manufacturer=Alpine Adventure Co., category=hiking equipment)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=133, arrivalDate=2025-02-15, manufacturer=Nature's Best Gear, category=backpacking)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=531, arrivalDate=2025-03-01, manufacturer=Nature's Edge Equipment, category=mountain biking)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=682, arrivalDate=2025-05-02, manufacturer=Nature's Trail Gear, category=mountain biking)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=25, arrivalDate=2025-06-22, manufacturer=Backcountry Essentials, category=mountain biking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=214, arrivalDate=2025-05-01, manufacturer=Summit Seekers, category=mountain biking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=583, arrivalDate=2024-07-02, manufacturer=Wilderness Outfitters, category=backpacking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=457, arrivalDate=2024-09-04, manufacturer=Expedition Outfitters, category=climbing)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=720, arrivalDate=2024-04-29, manufacturer=Wilderness Wares, category=skiing)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=638, arrivalDate=2024-05-20, manufacturer=Outdoor Provisions Ltd., category=skiing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=746, arrivalDate=2025-08-08, manufacturer=Pioneer Gearworks, category=backpacking)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=387, arrivalDate=2024-10-06, manufacturer=Expedition Outfitters, category=mountain biking)
InventoryItem(productName=OutdoorGear Hammock, quantity=476, arrivalDate=2025-03-06, manufacturer=Wilderness Wares, category=skiing)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=191, arrivalDate=2024-07-08, manufacturer=Explorers Equipment, category=skiing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=100, arrivalDate=2024-02-19, manufacturer=Expedition Outfitters, category=climbing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=275, arrivalDate=2024-11-05, manufacturer=Trailblazer Outfitters, category=hiking equipment)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=374, arrivalDate=2025-05-11, manufacturer=Explorers Equipment, category=hiking equipment)
InventoryItem(productName=AdventurePro Backpack, quantity=570, arrivalDate=2025-03-02, manufacturer=Backcountry Essentials, category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=644, arrivalDate=2024-08-18, manufacturer=Backcountry Bound, category=fishing supplies)
InventoryItem(productName=OutdoorGear Hammock, quantity=100, arrivalDate=2024-01-16, manufacturer=Nature's Best Gear, category=backpacking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=659, arrivalDate=2024-11-09, manufacturer=Trailblazer Gear, category=camping gear)
InventoryItem(productName=AdventurePro Backpack, quantity=281, arrivalDate=2024-11-03, manufacturer=Summit Seekers, category=camping gear)
InventoryItem(productName=NatureSeeker Binoculars, quantity=663, arrivalDate=2025-05-11, manufacturer=Outdoor Gear Emporium, category=skiing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=3, arrivalDate=2025-07-22, manufacturer=Wildland Gear, category=camping gear)
InventoryItem(productName=CampfirePro Cooking Set, quantity=948, arrivalDate=2024-03-21, manufacturer=Nature's Best Gear, category=backpacking)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=281, arrivalDate=2025-08-23, manufacturer=Explorers Equipment, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=705, arrivalDate=2024-09-20, manufacturer=Trailblazer Outfitters, category=fishing supplies)
InventoryItem(productName=OutdoorGear Hammock, quantity=584, arrivalDate=2024-06-15, manufacturer=Nature's Best Gear, category=mountain biking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=899, arrivalDate=2025-02-12, manufacturer=Pioneer Gearworks, category=backpacking)
InventoryItem(productName=HikePro Trekking Poles, quantity=682, arrivalDate=2025-01-10, manufacturer=Outdoor Gear Emporium, category=skiing)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=664, arrivalDate=2025-04-19, manufacturer=Explorer's Edge Equipment, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=942, arrivalDate=2024-04-11, manufacturer=Alpine Adventure Co., category=fishing supplies)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=293, arrivalDate=2024-03-15, manufacturer=Nature's Edge Equipment, category=mountain biking)
InventoryItem(productName=HikePro Trekking Poles, quantity=152, arrivalDate=2024-03-13, manufacturer=Nature's Trail Gear, category=camping gear)
InventoryItem(productName=HikePro Trekking Poles, quantity=305, arrivalDate=2024-03-07, manufacturer=Nature's Trail Gear, category=backpacking)
InventoryItem(productName=CampfirePro Cooking Set, quantity=385, arrivalDate=2025-08-22, manufacturer=Outdoor Provisions Ltd., category=climbing)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=670, arrivalDate=2025-03-23, manufacturer=Wildland Gear, category=camping gear)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=245, arrivalDate=2024-12-26, manufacturer=Outdoor Discovery Co., category=backpacking)
InventoryItem(productName=HikePro Trekking Poles, quantity=588, arrivalDate=2025-05-14, manufacturer=Summit Supplies, category=hiking equipment)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=597, arrivalDate=2025-01-19, manufacturer=Outdoor Gear Emporium, category=skiing)
InventoryItem(productName=HikePro Trekking Poles, quantity=441, arrivalDate=2025-07-29, manufacturer=Nature's Best Gear, category=climbing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=717, arrivalDate=2025-06-28, manufacturer=Nature's Trail Gear, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=902, arrivalDate=2024-04-30, manufacturer=Backcountry Essentials, category=hiking equipment)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=697, arrivalDate=2024-01-29, manufacturer=Alpine Adventure Co., category=fishing supplies)
InventoryItem(productName=HikePro Trekking Poles, quantity=513, arrivalDate=2024-08-14, manufacturer=Expedition Outfitters, category=fishing supplies)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=773, arrivalDate=2025-04-22, manufacturer=Nature's Edge Equipment, category=skiing)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=690, arrivalDate=2024-08-13, manufacturer=Trailblazer Gear, category=mountain biking)
InventoryItem(productName=OutdoorGear Hammock, quantity=193, arrivalDate=2025-04-03, manufacturer=Wilderness Wares, category=fishing supplies)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=522, arrivalDate=2024-10-11, manufacturer=Wilderness Outfitters, category=hiking equipment)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=288, arrivalDate=2025-05-03, manufacturer=Wilderness Wares, category=camping gear)
InventoryItem(productName=NatureSeeker Binoculars, quantity=614, arrivalDate=2025-02-04, manufacturer=Summit Seekers, category=skiing)
InventoryItem(productName=OutdoorGear Hammock, quantity=358, arrivalDate=2024-02-27, manufacturer=Adventure Gear Co., category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=155, arrivalDate=2024-10-03, manufacturer=Alpine Adventure Co., category=hiking equipment)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=118, arrivalDate=2024-01-06, manufacturer=Wilderness Outfitters, category=camping gear)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=223, arrivalDate=2024-04-08, manufacturer=Wildland Gear, category=camping gear)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=186, arrivalDate=2025-04-21, manufacturer=Wildland Gear, category=fishing supplies)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=185, arrivalDate=2024-12-26, manufacturer=Trailblazer Supplies, category=mountain biking)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=891, arrivalDate=2024-08-29, manufacturer=Outdoor Pursuits Co., category=climbing)
InventoryItem(productName=AdventurePro Backpack, quantity=257, arrivalDate=2024-10-17, manufacturer=Trailblazer Outfitters, category=climbing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=928, arrivalDate=2024-01-09, manufacturer=Wilderness Wares, category=camping gear)
InventoryItem(productName=AdventurePro Backpack, quantity=762, arrivalDate=2024-08-22, manufacturer=Pioneer Gearworks, category=backpacking)
InventoryItem(productName=OutdoorGear Hammock, quantity=362, arrivalDate=2025-03-24, manufacturer=Pioneer Gearworks, category=camping gear)
InventoryItem(productName=AdventurePro Backpack, quantity=657, arrivalDate=2024-07-04, manufacturer=Backcountry Essentials, category=hiking equipment)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=487, arrivalDate=2024-08-17, manufacturer=Backcountry Essentials, category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=732, arrivalDate=2024-07-02, manufacturer=Backcountry Essentials, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=854, arrivalDate=2024-02-18, manufacturer=Summit Seekers, category=mountain biking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=181, arrivalDate=2025-07-05, manufacturer=Backcountry Bound, category=skiing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=219, arrivalDate=2024-11-04, manufacturer=Peak Performance Gear, category=backpacking)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=518, arrivalDate=2025-01-16, manufacturer=Adventure Seekers Gear, category=hiking equipment)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=192, arrivalDate=2025-01-01, manufacturer=Wilderness Wares, category=climbing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=263, arrivalDate=2024-04-19, manufacturer=Trailblazer Gear, category=camping gear)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=71, arrivalDate=2024-03-22, manufacturer=Wildland Gear, category=climbing)
InventoryItem(productName=AdventurePro Backpack, quantity=620, arrivalDate=2025-07-05, manufacturer=Adventure Gear Co., category=climbing)
InventoryItem(productName=OutdoorGear Hammock, quantity=356, arrivalDate=2025-06-01, manufacturer=Adventure Gear Co., category=fishing supplies)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=955, arrivalDate=2025-06-24, manufacturer=Trailblazer Outfitters, category=fishing supplies)
InventoryItem(productName=NatureSeeker Binoculars, quantity=222, arrivalDate=2025-07-03, manufacturer=Outdoor Provisions Ltd., category=hiking equipment)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=725, arrivalDate=2025-07-07, manufacturer=Adventure Gear Co., category=skiing)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=958, arrivalDate=2025-04-01, manufacturer=Trailblazer Outfitters, category=skiing)
InventoryItem(productName=HikePro Trekking Poles, quantity=216, arrivalDate=2025-07-04, manufacturer=Pioneer Gearworks, category=backpacking)
InventoryItem(productName=HikePro Trekking Poles, quantity=104, arrivalDate=2024-04-04, manufacturer=Outdoor Gear Emporium, category=camping gear)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=181, arrivalDate=2025-03-23, manufacturer=Summit Seekers, category=hiking equipment)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=112, arrivalDate=2024-02-13, manufacturer=Trailblazer Gear, category=backpacking)
InventoryItem(productName=TrailTracker GPS Device, quantity=181, arrivalDate=2024-02-11, manufacturer=Pioneer Gearworks, category=skiing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=672, arrivalDate=2024-04-13, manufacturer=Alpine Adventure Co., category=backpacking)
InventoryItem(productName=TrailTracker GPS Device, quantity=331, arrivalDate=2024-02-18, manufacturer=Outdoor Pursuits Co., category=climbing)
InventoryItem(productName=HikePro Trekking Poles, quantity=753, arrivalDate=2024-06-19, manufacturer=Wilderness Outfitters, category=camping gear)
InventoryItem(productName=OutdoorGear Hammock, quantity=523, arrivalDate=2024-04-08, manufacturer=Backcountry Essentials, category=camping gear)
InventoryItem(productName=TrailTracker GPS Device, quantity=142, arrivalDate=2024-11-03, manufacturer=Nature's Edge Equipment, category=camping gear)
InventoryItem(productName=CampfirePro Cooking Set, quantity=39, arrivalDate=2024-11-22, manufacturer=Outdoor Gear Emporium, category=climbing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=2, arrivalDate=2024-10-29, manufacturer=Adventure Gear Co., category=climbing)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=187, arrivalDate=2025-01-29, manufacturer=Outdoor Pursuits Co., category=mountain biking)
InventoryItem(productName=HikePro Trekking Poles, quantity=130, arrivalDate=2025-07-23, manufacturer=Explorers Equipment, category=camping gear)
InventoryItem(productName=OutdoorGear Hammock, quantity=550, arrivalDate=2024-01-10, manufacturer=Wilderness Outfitters, category=climbing)
InventoryItem(productName=CampfirePro Cooking Set, quantity=521, arrivalDate=2025-03-20, manufacturer=Trailblazer Outfitters, category=mountain biking)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=955, arrivalDate=2025-02-02, manufacturer=Explorers Equipment, category=fishing supplies)
InventoryItem(productName=HikePro Trekking Poles, quantity=325, arrivalDate=2024-06-15, manufacturer=Outdoor Provisions Ltd., category=backpacking)
InventoryItem(productName=AdventurePro Backpack, quantity=2, arrivalDate=2025-05-01, manufacturer=Peak Performance Gear, category=hiking equipment)
InventoryItem(productName=TrailTracker GPS Device, quantity=507, arrivalDate=2024-02-07, manufacturer=Adventure Gear Co., category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=519, arrivalDate=2024-08-26, manufacturer=Wildland Gear, category=climbing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=287, arrivalDate=2024-03-20, manufacturer=Trailblazer Gear, category=hiking equipment)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=584, arrivalDate=2025-03-26, manufacturer=Backcountry Essentials, category=camping gear)
InventoryItem(productName=NatureSeeker Binoculars, quantity=989, arrivalDate=2025-01-16, manufacturer=Backcountry Bound, category=skiing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=776, arrivalDate=2024-09-14, manufacturer=Peak Performance Gear, category=mountain biking)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=271, arrivalDate=2025-09-15, manufacturer=Explorer's Edge Equipment, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=346, arrivalDate=2024-04-04, manufacturer=Backcountry Essentials, category=hiking equipment)
InventoryItem(productName=CampfirePro Cooking Set, quantity=79, arrivalDate=2025-02-11, manufacturer=Nature's Best Gear, category=mountain biking)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=672, arrivalDate=2025-02-28, manufacturer=Trailblazer Supplies, category=hiking equipment)
InventoryItem(productName=NatureSeeker Binoculars, quantity=972, arrivalDate=2025-05-06, manufacturer=Adventure Gear Co., category=hiking equipment)
InventoryItem(productName=TrailTracker GPS Device, quantity=526, arrivalDate=2024-02-02, manufacturer=Peak Performance Gear, category=mountain biking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=389, arrivalDate=2025-01-03, manufacturer=Wilderness Outfitters, category=skiing)
InventoryItem(productName=OutdoorGear Hammock, quantity=36, arrivalDate=2025-09-24, manufacturer=Outdoor Discovery Co., category=fishing supplies)
InventoryItem(productName=TrailTracker GPS Device, quantity=952, arrivalDate=2024-08-13, manufacturer=Wilderness Outfitters, category=hiking equipment)
InventoryItem(productName=OutdoorGear Hammock, quantity=341, arrivalDate=2024-03-13, manufacturer=Adventure Gear Co., category=mountain biking)
InventoryItem(productName=HikePro Trekking Poles, quantity=522, arrivalDate=2025-09-05, manufacturer=Backcountry Bound, category=camping gear)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=286, arrivalDate=2024-03-31, manufacturer=Wilderness Outfitters, category=hiking equipment)
InventoryItem(productName=AdventurePro Backpack, quantity=270, arrivalDate=2025-09-12, manufacturer=Trailblazer Supplies, category=camping gear)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=192, arrivalDate=2024-12-01, manufacturer=Nature's Trail Gear, category=camping gear)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=796, arrivalDate=2024-01-31, manufacturer=Summit Seekers, category=mountain biking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=259, arrivalDate=2025-03-18, manufacturer=Peak Performance Gear, category=skiing)
InventoryItem(productName=HikePro Trekking Poles, quantity=915, arrivalDate=2024-09-13, manufacturer=Nature's Trail Gear, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=116, arrivalDate=2025-08-23, manufacturer=Alpine Adventure Co., category=mountain biking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=8, arrivalDate=2025-06-06, manufacturer=Backcountry Essentials, category=hiking equipment)
InventoryItem(productName=CampfirePro Cooking Set, quantity=207, arrivalDate=2025-03-04, manufacturer=Summit Supplies, category=hiking equipment)
InventoryItem(productName=HikePro Trekking Poles, quantity=287, arrivalDate=2025-04-18, manufacturer=Trailblazer Supplies, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=437, arrivalDate=2025-01-10, manufacturer=Trailblazer Gear, category=fishing supplies)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=252, arrivalDate=2025-02-12, manufacturer=Nature's Best Gear, category=backpacking)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=724, arrivalDate=2025-06-22, manufacturer=Wilderness Wares, category=fishing supplies)
InventoryItem(productName=TrailTracker GPS Device, quantity=950, arrivalDate=2024-10-09, manufacturer=Wilderness Wares, category=backpacking)
InventoryItem(productName=AdventurePro Backpack, quantity=198, arrivalDate=2024-10-17, manufacturer=Explorers Equipment, category=hiking equipment)
InventoryItem(productName=NatureSeeker Binoculars, quantity=497, arrivalDate=2025-06-16, manufacturer=Expedition Outfitters, category=mountain biking)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=83, arrivalDate=2025-06-09, manufacturer=Pioneer Gearworks, category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=446, arrivalDate=2025-01-26, manufacturer=Backcountry Bound, category=fishing supplies)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=517, arrivalDate=2025-06-07, manufacturer=Outdoor Discovery Co., category=hiking equipment)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=595, arrivalDate=2024-12-31, manufacturer=Outdoor Provisions Ltd., category=climbing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=811, arrivalDate=2024-01-21, manufacturer=Alpine Adventure Co., category=climbing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=808, arrivalDate=2025-05-08, manufacturer=Outdoor Provisions Ltd., category=hiking equipment)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=524, arrivalDate=2025-05-22, manufacturer=Wildland Gear, category=mountain biking)
InventoryItem(productName=CampfirePro Cooking Set, quantity=707, arrivalDate=2024-01-24, manufacturer=Trailblazer Gear, category=fishing supplies)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=978, arrivalDate=2025-06-10, manufacturer=Explorer's Edge Equipment, category=skiing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=346, arrivalDate=2025-09-11, manufacturer=Alpine Adventure Co., category=fishing supplies)
InventoryItem(productName=HikePro Trekking Poles, quantity=674, arrivalDate=2025-05-27, manufacturer=Trailblazer Gear, category=climbing)
InventoryItem(productName=OutdoorGear Hammock, quantity=218, arrivalDate=2024-11-01, manufacturer=Outdoor Gear Emporium, category=mountain biking)
InventoryItem(productName=HikePro Trekking Poles, quantity=531, arrivalDate=2025-05-10, manufacturer=Trailblazer Supplies, category=mountain biking)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=340, arrivalDate=2024-01-24, manufacturer=Nature's Trail Gear, category=backpacking)
InventoryItem(productName=OutdoorGear Hammock, quantity=396, arrivalDate=2024-01-30, manufacturer=Nature's Best Gear, category=skiing)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=567, arrivalDate=2024-07-30, manufacturer=Nature's Edge Equipment, category=fishing supplies)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=722, arrivalDate=2024-07-06, manufacturer=Adventure Seekers Gear, category=skiing)
InventoryItem(productName=CampfirePro Cooking Set, quantity=222, arrivalDate=2024-12-26, manufacturer=Alpine Adventure Co., category=skiing)
InventoryItem(productName=CampfirePro Cooking Set, quantity=27, arrivalDate=2025-04-30, manufacturer=Nature's Best Gear, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=372, arrivalDate=2024-04-20, manufacturer=Wilderness Wares, category=hiking equipment)
InventoryItem(productName=OutdoorGear Hammock, quantity=445, arrivalDate=2025-02-24, manufacturer=Pioneer Gearworks, category=mountain biking)
InventoryItem(productName=AdventurePro Backpack, quantity=34, arrivalDate=2025-02-18, manufacturer=Wilderness Outfitters, category=hiking equipment)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=135, arrivalDate=2025-09-16, manufacturer=Trailblazer Outfitters, category=hiking equipment)
